home,away,date,gh,ga,full_time,competition,home_ident,away_ident,home_country,away_country,home_code,away_code,home_continent,away_continent,continent,level
Boston River,River Plate,2023-03-04,0.0,0.0,F,uruguay,Boston River (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,La Luz Football Club,2023-03-05,2.0,3.0,F,uruguay,Liverpool (Uruguay),La Luz Football Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Deportivo Maldonado,2023-03-05,2.0,1.0,F,uruguay,CA Penarol (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Montevideo Wanderers,2023-03-05,0.0,0.0,F,uruguay,Cerro Largo FC (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,CA Fenix,2023-03-06,3.0,1.0,F,uruguay,Plaza Colonia (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,Cerro Largo FC,2023-03-10,0.0,3.0,F,uruguay,La Luz Football Club (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Plaza Colonia,2023-03-11,0.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Boston River,2023-03-11,3.0,1.0,F,uruguay,Nacional (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,CA Cerro,2023-03-12,1.0,0.0,F,uruguay,Danubio (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Racing Club,2023-03-12,0.0,1.0,F,uruguay,CA Fenix (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Torque FC,2023-03-13,2.0,2.0,F,uruguay,CA Penarol (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Deportivo Maldonado,2023-03-13,3.0,1.0,F,uruguay,River Plate (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Liverpool,2023-03-13,2.0,2.0,F,uruguay,Defensor Sporting (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,La Luz Football Club,2023-03-17,1.0,1.0,F,uruguay,Plaza Colonia (Uruguay),La Luz Football Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Torque FC,2023-03-18,1.0,0.0,F,uruguay,Liverpool (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Nacional,2023-03-18,0.0,0.0,F,uruguay,Deportivo Maldonado (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,River Plate,2023-03-18,1.0,0.0,F,uruguay,CA Penarol (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Defensor Sporting,2023-03-19,0.0,3.0,F,uruguay,Cerro Largo FC (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,Danubio,2023-03-19,3.0,3.0,F,uruguay,Boston River (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Montevideo Wanderers,2023-03-20,1.0,1.0,F,uruguay,Racing Club (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,CA Fenix,2023-03-20,2.0,0.0,F,uruguay,CA Cerro (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Plaza Colonia,2023-03-25,4.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Deportivo Maldonado,2023-03-25,4.0,0.0,F,uruguay,Danubio (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,CA Penarol,2023-03-25,1.0,0.0,F,uruguay,Liverpool (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Cerro,2023-03-25,3.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Boston River,2023-03-26,0.0,0.0,F,uruguay,CA Fenix (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,River Plate,2023-03-26,3.0,0.0,F,uruguay,Nacional (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,Racing Club,2023-03-27,1.0,3.0,F,uruguay,La Luz Football Club (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Cerro Largo FC,2023-03-28,1.0,2.0,F,uruguay,Torque FC (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Danubio,2023-03-31,2.0,1.0,F,uruguay,River Plate (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Liverpool,2023-04-01,1.0,0.0,F,uruguay,Cerro Largo FC (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Nacional,2023-04-01,2.0,0.0,F,uruguay,CA Penarol (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,CA Fenix,2023-04-02,2.0,0.0,F,uruguay,Deportivo Maldonado (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,La Luz Football Club,2023-04-02,0.0,0.0,F,uruguay,CA Cerro (Uruguay),La Luz Football Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,Montevideo Wanderers,2023-04-02,0.0,1.0,F,uruguay,Boston River (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Defensor Sporting,2023-04-03,0.0,1.0,F,uruguay,Racing Club (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Torque FC,2023-04-04,1.0,2.0,F,uruguay,Plaza Colonia (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Deportivo Maldonado,2023-04-08,0.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,River Plate,2023-04-08,0.0,0.0,F,uruguay,CA Fenix (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,CA Cerro,2023-04-08,1.0,1.0,F,uruguay,Defensor Sporting (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Racing Club,2023-04-08,0.0,2.0,F,uruguay,Torque FC (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Nacional,2023-04-09,0.0,0.0,F,uruguay,Danubio (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,CA Penarol,2023-04-09,0.0,0.0,F,uruguay,Cerro Largo FC (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Plaza Colonia,2023-04-10,3.0,1.0,F,uruguay,Liverpool (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,Boston River,2023-04-11,2.0,1.0,F,uruguay,La Luz Football Club (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,CA Fenix,2023-04-15,4.0,0.0,F,uruguay,Nacional (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Liverpool,2023-04-15,1.0,1.0,F,uruguay,Racing Club (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Danubio,2023-04-15,2.0,0.0,F,uruguay,CA Penarol (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Cerro Largo FC,2023-04-16,2.0,0.0,F,uruguay,Plaza Colonia (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,Defensor Sporting,2023-04-16,1.0,0.0,F,uruguay,Boston River (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Montevideo Wanderers,2023-04-16,1.0,2.0,F,uruguay,River Plate (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Torque FC,2023-04-17,0.0,2.0,F,uruguay,CA Cerro (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,Deportivo Maldonado,2023-04-18,4.0,2.0,F,uruguay,La Luz Football Club (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Racing Club,2023-04-22,2.0,1.0,F,uruguay,Cerro Largo FC (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Boston River,2023-04-22,1.0,1.0,F,uruguay,Torque FC (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,River Plate,2023-04-22,2.0,2.0,F,uruguay,La Luz Football Club (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Deportivo Maldonado,2023-04-23,1.0,1.0,F,uruguay,Defensor Sporting (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Danubio,2023-04-23,2.0,1.0,F,uruguay,CA Fenix (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,CA Penarol,2023-04-23,1.0,2.0,F,uruguay,Plaza Colonia (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,CA Cerro,2023-04-24,1.0,1.0,F,uruguay,Liverpool (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Nacional,2023-04-25,0.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,Liverpool,2023-04-28,1.0,3.0,F,uruguay,Boston River (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,CA Fenix,2023-04-29,2.0,0.0,F,uruguay,CA Penarol (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Montevideo Wanderers,2023-04-29,0.0,2.0,F,uruguay,Danubio (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Cerro Largo FC,2023-04-29,0.0,0.0,F,uruguay,CA Cerro (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,La Luz Football Club,2023-04-30,3.0,0.0,F,uruguay,Nacional (Uruguay),La Luz Football Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Defensor Sporting,2023-04-30,0.0,4.0,F,uruguay,River Plate (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Torque FC,2023-04-30,3.0,2.0,F,uruguay,Deportivo Maldonado (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Plaza Colonia,2023-05-03,1.0,1.0,F,uruguay,Racing Club (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Boston River,2023-05-06,2.0,2.0,F,uruguay,Cerro Largo FC (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Fenix,2023-05-06,0.0,3.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Deportivo Maldonado,2023-05-07,4.0,2.0,F,uruguay,Liverpool (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,Danubio,2023-05-07,3.0,1.0,F,uruguay,La Luz Football Club (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Nacional,2023-05-07,2.0,2.0,F,uruguay,Defensor Sporting (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,River Plate,2023-05-08,1.0,1.0,F,uruguay,Torque FC (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,CA Cerro,2023-05-08,1.0,1.0,F,uruguay,Plaza Colonia (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,CA Penarol,2023-05-09,0.0,2.0,F,uruguay,Racing Club (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Cerro Largo FC,2023-05-13,0.0,0.0,F,uruguay,Deportivo Maldonado (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Liverpool,2023-05-13,2.0,0.0,F,uruguay,River Plate (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Montevideo Wanderers,2023-05-13,1.0,1.0,F,uruguay,CA Penarol (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,La Luz Football Club,2023-05-14,0.0,2.0,F,uruguay,CA Fenix (Uruguay),La Luz Football Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Defensor Sporting,2023-05-14,1.0,1.0,F,uruguay,Danubio (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Nacional,2023-05-14,0.0,4.0,F,uruguay,Torque FC (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,Plaza Colonia,2023-05-15,1.0,1.0,F,uruguay,Boston River (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Racing Club,2023-05-16,1.0,0.0,F,uruguay,CA Cerro (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Racing Club,2023-06-02,3.0,2.0,F,uruguay,Liverpool (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,CA Penarol,2023-06-03,3.0,2.0,F,uruguay,La Luz Football Club (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Danubio,2023-06-03,1.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Nacional,2023-06-03,1.0,1.0,F,uruguay,CA Cerro (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Cerro Largo FC,2023-06-04,3.0,3.0,F,uruguay,Plaza Colonia (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Boston River,2023-06-04,0.0,1.0,F,uruguay,River Plate (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,CA Fenix,2023-06-05,1.0,1.0,F,uruguay,Deportivo Maldonado (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Defensor Sporting,2023-06-06,1.0,1.0,F,uruguay,Torque FC (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Torque FC,2023-06-16,1.0,0.0,F,uruguay,Danubio (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Liverpool,2023-06-17,1.0,3.0,F,uruguay,Cerro Largo FC (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,CA Cerro,2023-06-17,0.0,0.0,F,uruguay,CA Fenix (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Deportivo Maldonado,2023-06-17,4.0,0.0,F,uruguay,Nacional (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,La Luz Football Club,2023-06-17,4.0,0.0,F,uruguay,Boston River (Uruguay),La Luz Football Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Plaza Colonia,2023-06-18,4.0,1.0,F,uruguay,Racing Club (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,River Plate,2023-06-18,1.0,3.0,F,uruguay,CA Penarol (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Montevideo Wanderers,2023-06-18,2.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Nacional,2023-06-23,3.0,0.0,F,uruguay,Liverpool (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,Danubio,2023-06-24,0.0,2.0,F,uruguay,La Luz Football Club (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Defensor Sporting,2023-06-24,1.0,1.0,F,uruguay,River Plate (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Penarol,2023-06-24,0.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
